,user_id,label,all_launch_count,last_launch,all_video_count,last_video,all_action_count,last_action,all_action_day,register_type,day,device_type,register_day
55,2252,1,3,12,0,0,33,12,3,0,17,17,9
56,2276,1,4,6,3,5,154,6,4,0,10,14,2
57,2309,0,2,15,0,0,90,15,2,2,21,7,13
58,2335,0,6,14,0,0,358,14,5,1,15,138,7
59,2426,1,1,16,0,0,145,16,1,1,23,14,15
60,2439,0,5,9,17,6,529,9,5,0,11,31,3
61,2526,1,2,5,0,0,111,5,2,0,11,56,3
62,2640,0,4,4,0,0,657,4,4,0,0,0,-1
63,2645,0,1,15,0,0,0,0,0,1,22,10,14
64,2687,0,1,4,0,0,0,0,0,0,11,0,3
65,2736,1,3,6,0,0,232,6,3,0,0,0,-1
66,2783,1,7,15,0,0,754,15,7,0,0,0,-1
67,2797,1,1,16,0,0,158,16,1,1,23,104,15
68,2914,1,8,16,14,16,444,16,8,0,14,23,6
69,2926,0,1,13,0,0,236,13,1,0,20,239,12
70,2941,1,3,16,2,14,527,16,3,2,21,35,13
71,2944,1,8,16,0,0,1,7,1,0,14,899,6
72,2952,1,8,16,0,0,1,7,1,0,14,852,6
73,3025,1,1,16,0,0,13,16,1,0,23,183,15
74,3130,0,1,16,0,0,0,0,0,4,23,228,15
75,3166,0,1,16,0,0,208,16,1,5,23,1183,15
76,3178,1,4,15,0,0,94,15,4,0,0,0,-1
77,3197,1,7,16,0,0,1035,16,7,0,16,5,8
78,3245,1,4,16,0,0,84,16,4,1,19,18,11
79,3313,0,1,3,0,0,0,0,0,4,10,73,2
80,3422,0,1,5,0,0,18,5,1,1,12,86,4
81,3440,0,1,11,0,0,0,0,0,0,0,0,-1
82,3465,1,9,16,0,0,217,16,7,0,0,0,-1
83,3475,1,2,16,0,0,126,16,2,2,22,138,14
84,3500,1,10,16,0,0,472,14,9,1,13,549,5
85,3599,0,3,12,0,0,24,12,3,1,13,80,5
86,3688,1,4,15,0,0,65,15,2,0,9,3,1
87,3747,0,1,1,0,0,14,1,1,1,8,112,0
88,3762,1,3,16,0,0,83,15,2,1,21,120,13
89,3786,1,8,15,0,0,348,15,5,0,0,0,-1
90,3806,1,7,16,0,0,278,16,6,0,14,29,6
91,3830,0,1,16,0,0,0,0,0,1,23,1662,15
92,3841,0,1,10,0,0,0,0,0,0,17,87,9
93,3883,0,1,7,1,7,5,7,1,6,14,10,6
94,3897,0,6,12,6,12,127,12,5,0,12,242,4
95,3940,0,2,7,0,0,0,0,0,1,13,8,5
96,3998,1,16,16,0,0,1583,16,16,0,0,0,-1
97,4019,0,3,11,3,6,0,0,0,1,12,385,4
98,4029,1,2,3,0,0,41,3,2,0,9,34,1
99,4251,0,3,4,0,0,51,4,2,0,0,0,-1
100,4278,1,9,16,0,0,1133,16,9,0,0,0,-1
101,4305,0,1,5,0,0,0,0,0,1,12,120,4
102,4310,1,2,15,0,0,2,13,1,3,20,282,12
103,4328,1,3,15,0,0,221,15,3,1,13,103,5
104,4367,0,1,15,0,0,4,15,1,1,22,3,14
105,4370,0,2,5,0,0,203,5,2,0,0,0,-1
106,4396,0,8,15,0,0,90,15,7,1,9,4840,1
107,4447,0,2,13,0,0,4,13,2,1,15,15,7
108,4459,0,1,8,0,0,31,8,1,0,15,15,7
109,4505,0,1,3,0,0,0,0,0,0,10,16,2
110,4527,1,9,14,2,7,532,14,7,0,0,0,-1
111,4629,0,2,10,0,0,269,10,2,2,16,7,8
112,4705,1,3,16,0,0,45,13,1,0,19,6,11
113,4725,0,1,7,0,0,70,7,1,2,14,533,6
114,4766,1,1,16,0,0,148,16,1,1,23,4,15
115,4771,1,4,16,0,0,0,0,0,7,9,35,1
116,4790,1,5,16,1,1,9,10,2,0,0,0,-1
117,4910,1,3,11,0,0,92,11,3,2,15,0,7
118,4955,1,14,16,0,0,1947,16,13,0,0,0,-1
119,4964,0,1,7,0,0,1,7,1,0,14,262,6
120,4965,1,11,16,0,0,1525,16,11,0,0,0,-1
121,4980,1,5,14,0,0,164,14,5,0,0,0,-1
122,4998,1,2,5,0,0,38,5,2,0,11,14,3
123,5006,0,7,14,0,0,36,14,5,0,9,8,1
124,5056,1,2,12,0,0,178,12,2,0,17,70,9
125,5114,1,2,16,0,0,31,16,1,0,22,173,14
126,5240,1,6,16,0,0,1721,16,6,0,18,2,10
127,5241,1,5,16,0,0,29,16,5,0,16,17,8
128,5251,0,3,14,0,0,122,14,3,2,15,34,7
129,5261,0,1,6,0,0,2,6,1,1,13,16,5
130,5274,0,1,4,0,0,93,4,1,1,11,7,3
131,5283,0,2,9,0,0,94,8,1,2,15,81,7
132,5316,0,2,13,0,0,11,13,2,7,19,24119,11
133,5498,1,6,16,0,0,331,13,4,0,16,2,8
134,5527,1,1,16,0,0,341,16,1,1,23,377,15
135,5661,0,2,3,0,0,1,2,1,0,9,2,1
136,5681,0,1,12,0,0,0,0,0,0,19,4,11
137,5711,0,1,12,0,0,0,0,0,2,19,8,11
138,5741,0,2,16,0,0,26,16,2,1,22,396,14
139,5764,1,2,9,0,0,30,9,2,0,15,2,7
140,5789,1,3,16,1,16,1131,16,3,0,0,0,-1
141,5823,0,1,11,0,0,64,11,1,0,18,80,10
142,5841,1,1,16,0,0,12,16,1,1,23,218,15
143,5856,0,5,15,0,0,6,8,3,2,12,382,4
144,5861,1,10,16,16,16,803,16,10,4,13,2413,5
145,5905,0,2,14,0,0,24,14,2,0,11,0,3
146,5989,0,9,9,4,4,566,8,6,0,0,0,-1
147,6019,1,13,16,6,15,2325,16,13,0,0,0,-1
148,6181,0,1,16,0,0,215,16,1,1,23,93,15
149,6224,0,5,16,0,0,302,14,4,2,15,58,7
150,6226,0,4,8,0,0,183,8,4,1,10,41,2
151,6238,1,8,16,0,0,39,16,6,1,16,9,8
152,6329,1,16,16,0,0,2136,16,15,0,0,0,-1
153,6336,1,2,14,0,0,13,14,2,0,0,0,-1
154,6376,1,6,16,0,0,703,16,6,0,18,261,10
155,6406,1,14,16,0,0,1679,16,13,0,0,0,-1
156,6443,0,2,2,0,0,27,2,2,0,0,0,-1
157,6490,1,2,16,0,0,17,15,1,1,22,23,14
158,6501,0,3,6,0,0,22,6,3,0,0,0,-1
159,6555,1,4,16,0,0,42,16,4,1,15,8,7
160,6600,1,1,16,0,0,0,0,0,1,23,18,15
161,6622,1,1,16,0,0,3,16,1,1,23,32,15
162,6738,1,1,10,0,0,1,10,1,1,17,397,9
163,6748,0,1,6,0,0,0,0,0,1,13,209,5
164,6768,0,1,6,0,0,57,6,1,2,13,56,5
165,6784,0,2,8,0,0,0,0,0,0,13,0,5
166,6816,1,1,11,0,0,6,11,1,1,18,11,10
167,6826,1,6,14,0,0,476,14,6,2,16,8,8
168,6834,0,2,14,0,0,3,11,1,0,18,8,10
169,6918,0,1,15,0,0,19,15,1,0,22,0,14
170,6999,0,2,14,0,0,0,0,0,0,0,0,-1
171,7023,0,1,12,0,0,14,12,1,0,0,0,-1
172,7035,0,1,15,0,0,10,15,1,0,22,14,14
173,7083,1,1,16,0,0,129,16,1,0,23,5,15
174,7151,1,4,16,0,0,382,16,4,0,20,0,12
175,7247,0,3,15,0,0,1,5,1,0,12,186,4
176,7348,1,12,16,0,0,1831,16,11,0,12,21,4
177,7388,0,1,7,0,0,2,7,1,1,14,0,6
178,7467,1,13,16,0,0,1346,16,13,0,9,163,1
179,7517,1,1,15,0,0,0,0,0,0,0,0,-1
180,7524,1,2,6,1,3,87,6,2,1,10,20,2
181,7613,0,2,14,0,0,3,13,1,0,20,27,12
182,7661,1,1,2,0,0,6,2,1,1,9,28,1
183,7691,0,1,14,0,0,139,14,1,0,21,41,13
184,7721,1,1,11,0,0,0,0,0,0,18,150,10
185,7722,1,15,16,3,13,929,16,14,0,0,0,-1
186,7731,0,7,7,0,0,319,7,6,0,8,56,0
187,7732,1,1,16,0,0,36,16,1,0,23,42,15
188,7746,1,12,16,0,0,126,15,8,0,0,0,-1
189,7764,1,1,6,0,0,0,0,0,1,13,126,5
190,7795,1,5,9,0,0,18,6,3,0,10,0,2
191,7819,1,7,16,0,0,262,16,6,0,17,176,9
192,7867,1,7,15,0,0,549,15,7,0,12,35,4
193,7891,0,3,16,0,0,64,16,3,2,20,248,12
194,7954,0,4,5,2,2,363,5,4,0,9,10,1
195,7982,1,8,13,0,0,775,13,8,0,0,0,-1
196,8035,0,1,12,0,0,0,0,0,1,19,34,11
197,8057,1,2,15,1,14,703,15,2,1,21,2185,13
198,8088,0,1,16,0,0,5,16,1,1,23,294,15
199,8145,1,13,16,0,0,3164,16,13,2,11,28,3
200,8192,0,1,11,0,0,2,11,1,0,18,264,10
201,8226,1,5,16,1,16,865,16,5,0,19,73,11
202,8241,0,1,16,0,0,19,16,1,0,23,59,15
203,8255,1,14,16,3,1,397,16,8,0,0,0,-1
204,8294,0,1,16,0,0,103,16,1,2,23,66,15
205,8322,1,3,16,0,0,51,16,3,0,18,8,10
206,8339,1,10,16,0,0,1901,16,10,0,14,5,6
207,8424,0,1,6,0,0,62,6,1,1,13,1391,5
208,8442,0,2,8,0,0,66,8,2,0,14,19,6
209,8481,0,3,13,1,12,0,0,0,2,18,82,10
210,8520,1,3,16,0,0,391,16,3,1,20,265,12
211,8522,0,1,10,0,0,33,10,1,0,17,85,9
212,8677,1,8,15,1,8,320,15,8,0,14,14,6
213,8766,0,3,15,0,0,98,15,3,0,9,290,1
214,8778,0,3,10,0,0,255,7,2,1,13,48,5
215,8790,0,1,10,0,0,59,10,1,0,17,8,9
216,8808,0,3,15,0,0,183,15,2,0,0,0,-1
217,8931,0,2,13,0,0,570,13,2,0,18,4,10
218,8973,0,1,13,0,0,5,13,1,1,20,3,12
219,9005,0,2,14,1,14,46,14,2,1,20,52,12
220,9010,0,1,7,0,0,58,7,1,2,14,7428,6
221,9012,1,3,15,5,15,148,15,3,1,19,16,11
222,9117,1,3,16,1,14,341,16,3,2,21,13106,13
223,9137,0,2,16,0,0,195,16,2,1,22,14,14
224,9236,1,2,6,0,0,71,6,2,0,0,0,-1
225,9293,0,2,16,0,0,0,0,0,2,22,13,14
226,9321,0,4,16,0,0,35,16,3,0,0,0,-1
227,9327,1,14,16,13,16,4182,16,13,2,10,152,2
228,9395,1,3,12,0,0,235,12,3,1,17,500,9
229,9422,0,1,12,0,0,7,12,1,7,19,1020,11
230,9434,1,5,15,0,0,591,15,5,0,17,101,9
231,9533,1,7,16,0,0,1884,16,7,0,17,446,9
232,9587,1,2,16,0,0,536,16,2,0,22,236,14
233,9699,0,1,16,0,0,18,16,1,0,23,5,15
234,9731,1,4,11,5,10,63,11,3,0,15,184,7
235,9784,1,3,15,0,0,4,12,1,2,19,0,11
236,9819,0,1,5,0,0,0,0,0,0,12,160,4
237,9845,1,6,16,0,0,258,16,6,1,13,2099,5
238,9901,0,2,15,0,0,108,15,2,1,13,40,5
239,9905,1,1,15,0,0,53,15,1,0,22,2,14
240,9910,0,1,2,0,0,25,2,1,2,9,491,1
241,9994,1,11,16,0,0,630,16,10,0,8,298,0
242,10088,1,6,14,0,0,175,14,6,0,0,0,-1
243,10130,1,6,16,0,0,755,16,6,1,15,11,7
244,10281,0,1,4,0,0,109,4,1,0,11,131,3
245,10282,1,8,14,0,0,488,14,7,0,0,0,-1
246,10300,1,16,16,0,0,2548,16,15,0,0,0,-1
247,10329,0,1,10,0,0,206,10,1,4,17,2,9
248,10381,0,1,3,1,3,0,0,0,2,10,26802,2
249,10432,1,1,11,0,0,58,11,1,0,18,0,10
250,10446,0,3,15,0,0,218,7,2,1,13,534,5
251,10493,1,6,12,0,0,934,12,5,0,13,129,5
252,10501,1,2,16,0,0,8,16,2,0,22,1855,14
253,10528,0,6,13,4,3,1149,13,6,1,9,302,1
254,10557,0,5,13,0,0,42,13,3,0,13,25,5
255,10573,1,6,15,2,6,465,15,6,0,12,2,4
256,10688,1,6,16,0,0,237,16,6,0,13,65,5
257,10718,1,5,13,0,0,2,13,1,0,0,0,-1
258,10733,0,1,8,0,0,1,8,1,1,15,228,7
259,10755,1,7,16,0,0,668,16,7,1,13,22,5
260,10845,0,1,6,0,0,16,6,1,1,13,245,5
261,10858,1,1,15,1,15,6,15,1,2,22,87,14
262,10879,1,5,16,0,0,288,16,5,0,13,22,5
263,10914,0,1,10,0,0,10,10,1,2,17,15,9
264,10929,1,2,15,0,0,5,15,2,0,20,7,12
265,10933,0,1,12,0,0,100,12,1,1,19,0,11
266,11003,1,1,16,0,0,5,16,1,0,23,31,15
267,11048,0,1,3,0,0,34,3,1,0,10,1647,2
268,11077,1,16,16,0,0,326,16,16,0,0,0,-1
269,11134,1,2,16,0,0,1,13,1,0,20,894,12
270,11206,0,1,11,0,0,4,11,1,0,18,4845,10
271,11207,1,2,15,0,0,49,15,2,2,21,11,13
272,11215,0,1,7,0,0,8,7,1,0,14,128,6
273,11331,1,14,16,0,0,322,16,13,0,0,0,-1
274,11332,1,2,14,0,0,16,14,2,2,20,189,12
275,11344,1,1,16,0,0,481,16,1,1,23,1058,15
276,11372,0,1,8,0,0,0,0,0,0,15,4,7
277,11385,1,8,16,0,0,3373,16,8,0,16,24,8
278,11434,0,6,16,0,0,2406,16,6,1,9,36,1
279,11447,1,9,16,0,0,680,16,9,0,0,0,-1
280,11463,0,4,15,0,0,304,15,3,0,14,2,6
281,11556,1,3,15,3,10,29,10,1,1,16,296,8
282,11582,0,1,12,0,0,0,0,0,0,19,13,11
283,11616,1,6,15,0,0,53,15,6,0,17,41,9
284,11626,0,1,6,0,0,150,6,1,1,13,1535,5
285,11685,0,1,10,0,0,0,0,0,1,17,39,9
286,11747,0,1,7,0,0,51,7,1,7,14,7,6
287,11777,0,1,3,0,0,0,0,0,1,10,39,2
288,11800,1,1,16,0,0,500,16,1,0,23,1995,15
289,11857,1,4,15,0,0,384,15,4,0,17,20,9
290,11900,0,1,11,0,0,0,0,0,2,18,8,10
291,11945,1,1,10,0,0,0,0,0,2,17,34,9
292,12006,0,3,16,0,0,70,16,3,0,0,0,-1
293,12028,1,1,2,0,0,5,2,1,0,0,0,-1
294,12034,1,1,14,0,0,27,14,1,0,21,10,13
295,12073,1,5,16,0,0,833,16,5,1,18,8,10
296,12126,0,1,10,0,0,0,0,0,2,17,72122,9
297,12179,0,2,9,0,0,0,0,0,1,13,7,5
298,12230,0,1,5,0,0,7,5,1,1,12,118,4
299,12233,0,2,16,0,0,34,16,2,5,22,1242,14
300,12312,1,4,10,0,0,313,10,4,0,12,10,4
301,12316,1,14,15,0,0,1315,15,14,0,0,0,-1
302,12351,1,7,16,0,0,201,16,7,0,15,25,7
303,12357,0,2,12,0,0,95,12,2,0,17,15,9
304,12379,1,7,13,0,0,773,13,6,0,10,153,2
305,12456,1,1,7,0,0,1,7,1,0,14,3,6
306,12644,0,1,16,0,0,2,16,1,1,23,0,15
307,12708,1,15,16,0,0,1141,16,15,0,0,0,-1
308,12710,0,1,10,0,0,0,0,0,1,17,208,9
309,12775,1,5,15,0,0,26,13,3,0,12,19,4
310,12798,1,6,16,3,14,608,16,6,0,12,149,4
311,12807,1,1,16,0,0,204,16,1,1,23,96,15
312,12828,1,15,16,0,0,4840,16,15,0,9,46,1
313,12829,1,4,16,0,0,179,15,3,2,19,56,11
314,12852,0,10,16,0,0,323,16,10,0,0,0,-1
315,12856,0,1,6,0,0,4,6,1,0,13,2,5
316,12890,1,3,16,0,0,19,16,3,0,20,211,12
317,12891,1,1,16,2,16,78,16,1,5,23,266,15
318,12945,0,1,4,0,0,1,4,1,6,11,1285,3
319,12968,1,8,16,0,0,2235,16,8,0,16,11,8
320,12976,1,1,14,0,0,2,14,1,0,21,107,13
321,12994,1,6,16,0,0,181,16,7,0,0,0,-1
322,13129,1,1,8,0,0,169,8,1,1,15,778,7
323,13146,1,14,16,0,0,550,16,13,0,10,10,2
324,13210,0,1,5,0,0,3,5,1,0,0,0,-1
325,13224,1,1,10,0,0,3,10,1,1,17,0,9
326,13266,0,2,12,0,0,169,12,2,0,0,0,-1
327,13335,1,1,16,0,0,0,0,0,2,23,57960,15
328,13348,0,1,12,0,0,0,0,0,0,19,15,11
329,13365,0,1,8,0,0,15,8,1,0,15,18,7
330,13380,0,3,16,0,0,105,16,3,1,17,134,9
331,13391,1,2,14,0,0,34,14,2,2,19,13,11
332,13430,1,1,15,0,0,0,0,0,2,22,47,14
333,13444,0,1,11,0,0,0,0,0,1,18,98,10
334,13508,1,1,16,0,0,0,0,0,0,23,94,15
335,13639,1,2,16,0,0,65,16,2,0,22,0,14
336,13696,0,1,14,0,0,0,0,0,1,21,477,13
337,13828,1,4,16,0,0,274,16,4,1,17,0,9
338,13835,1,10,16,2,11,288,16,8,0,12,13,4
339,13846,0,1,15,0,0,173,15,1,1,22,65,14
340,13912,1,9,16,0,0,41,16,6,0,0,0,-1
341,13916,1,1,14,0,0,0,0,0,0,21,86,13
342,13959,1,1,14,0,0,3,14,1,1,21,84,13
343,13983,1,2,5,0,0,287,5,2,2,11,48,3
344,14018,1,11,14,8,4,366,14,12,2,8,3,0
345,14039,1,5,16,0,0,434,16,5,0,19,141,11
346,14051,1,12,16,0,0,1555,16,12,0,12,20,4
347,14070,1,10,16,0,0,74,15,6,1,10,190,2
348,14085,0,1,7,0,0,0,0,0,1,14,77,6
349,14175,1,1,14,0,0,15,14,1,2,21,149,13
350,14183,1,11,16,0,0,418,16,10,2,11,110,3
351,14236,1,2,15,0,0,157,15,2,0,20,37,12
352,14253,1,3,14,0,0,106,14,3,0,19,16,11
353,14378,1,1,16,0,0,482,16,1,1,23,7,15
354,14401,1,6,16,0,0,1757,16,6,0,0,0,-1
355,14457,0,1,13,0,0,0,0,0,0,0,0,-1
356,14460,1,4,16,0,0,86,16,3,0,20,48,12
357,14470,1,11,15,0,0,1150,15,11,0,12,255,4
358,14506,1,7,16,1,12,740,16,7,2,17,2366,9
359,14524,1,3,16,0,0,462,16,3,2,20,8,12
360,14542,0,1,12,0,0,0,0,0,1,19,66,11
361,14646,1,4,16,0,0,124,16,4,0,20,4,12
362,14649,1,3,15,0,0,51,15,3,0,20,353,12
363,14750,1,1,15,0,0,2,15,1,0,22,10,14
364,14808,1,7,15,0,0,48,15,7,0,0,0,-1
365,14838,0,1,5,0,0,0,0,0,1,12,4,4
366,14935,1,3,15,0,0,458,15,3,0,18,11,10
367,14950,1,7,16,0,0,755,14,6,2,16,39,8
368,14976,1,8,16,0,0,2351,16,8,1,15,356,7
369,14989,0,1,14,0,0,22,14,1,1,21,5,13
370,15079,1,10,16,0,0,2307,16,10,1,14,74,6
371,15113,0,1,5,0,0,16,5,1,1,12,12,4
372,15117,0,1,5,0,0,38,5,1,0,12,744,4
373,15192,1,1,3,0,0,32,3,1,1,10,340,2
374,15251,0,1,5,0,0,3,5,1,0,12,5,4
375,15252,0,1,16,0,0,0,0,0,1,23,2350,15
376,15277,1,3,16,0,0,27,16,2,0,18,381,10
377,15315,0,1,9,0,0,2,9,1,0,16,2,8
378,15368,0,1,8,0,0,1,8,1,0,15,5,7
379,15388,0,1,2,0,0,0,0,0,0,9,25,1
380,15390,0,1,6,0,0,306,6,1,1,13,40,5
381,15428,0,1,5,0,0,1,5,1,6,12,996,4
382,15487,1,11,15,0,0,174,15,8,0,0,0,-1
383,15547,1,4,16,0,0,21,16,3,0,0,0,-1
384,15571,1,3,16,0,0,745,16,3,0,16,1072,8
385,15651,0,1,15,0,0,21,15,1,2,22,8,14
386,15688,0,2,10,1,9,6,10,2,6,16,1059,8
387,15724,0,1,13,0,0,10,13,1,1,20,327,12
388,15725,0,1,1,0,0,0,0,0,1,8,70,0
389,15914,0,1,15,0,0,29,15,1,1,22,38,14
390,15932,0,1,4,0,0,35,4,1,2,11,30,3
391,15979,1,3,16,0,0,57,16,3,0,20,13,12
392,16152,1,4,16,7,16,1296,16,3,0,10,256,2
393,16174,0,1,6,0,0,2,6,1,1,13,16,5
394,16196,1,8,16,0,0,2251,16,8,2,16,2,8
395,16208,1,12,16,0,0,495,15,11,0,0,0,-1
396,16325,0,1,14,0,0,9,14,1,1,21,125,13
397,16345,0,1,8,0,0,399,8,1,1,15,57,7
398,16371,0,1,15,0,0,28,15,1,1,22,713,14
399,16382,0,2,10,0,0,115,10,1,0,12,7,4
400,16486,1,1,3,0,0,0,0,0,0,10,376,2
401,16560,0,2,6,0,0,52,6,2,0,12,1025,4
402,16561,0,2,5,2,5,56,5,2,0,11,88,3
403,16699,1,16,16,0,0,339,16,14,0,0,0,-1
404,16724,1,16,16,0,0,1043,16,15,0,0,0,-1
405,16745,1,3,16,0,0,36,15,2,1,21,40,13
406,16747,0,2,4,0,0,36,4,2,0,10,41,2
407,16892,1,10,16,1,15,1458,16,10,2,12,141,4
408,17031,1,1,6,0,0,0,0,0,0,13,302,5
409,17131,0,1,12,0,0,8,12,1,0,19,8,11
410,17144,1,2,16,0,0,263,16,2,2,22,10,14
411,17156,0,2,7,0,0,109,7,2,1,13,130,5
412,17161,0,1,14,0,0,0,0,0,1,21,0,13
413,17175,0,1,11,0,0,39,11,1,2,18,155,10
414,17192,1,1,12,0,0,0,0,0,1,19,24,11
415,17294,1,5,13,0,0,45,13,4,0,0,0,-1
416,17340,1,2,13,0,0,1,11,1,2,18,4,10
417,17349,1,2,14,0,0,26,13,1,0,20,21,12
418,17358,1,3,12,0,0,28,8,2,0,14,48,6
419,17370,0,1,13,0,0,0,0,0,0,20,2,12
420,17418,0,3,7,1,1,200,7,3,1,8,138,0
421,17445,1,6,16,0,0,210,16,6,0,18,477,10
422,17481,0,1,15,0,0,6,15,1,0,22,37,14
423,17584,0,2,5,0,0,0,0,0,2,8,123,0
424,17606,0,1,4,0,0,0,0,0,0,11,38,3
425,17681,0,1,12,0,0,0,0,0,0,0,0,-1
426,17692,1,7,15,0,0,285,15,5,2,14,12,6
427,17700,1,4,16,0,0,458,16,4,0,19,3,11
428,17856,1,2,7,0,0,99,7,2,0,10,102,2
429,17869,0,3,4,0,0,24,4,2,1,8,252,0
430,17891,0,3,13,0,0,200,13,2,1,14,1105,6
431,17985,0,1,6,0,0,80,6,1,4,13,8,5
432,18017,1,1,16,0,0,151,16,1,1,23,40,15
433,18024,0,1,12,0,0,10,12,1,6,19,26,11
434,18060,1,10,15,4,9,214,15,9,1,9,352,1
435,18067,1,12,16,9,16,529,16,10,0,8,1193,0
436,18068,1,5,15,0,0,151,15,5,0,10,16,2
437,18161,0,2,5,0,0,32,5,2,2,10,15,2
438,18169,1,2,16,0,0,9,16,2,0,21,54,13
439,18183,0,1,16,0,0,107,16,1,0,23,22,15
440,18198,1,13,15,0,0,615,15,11,0,10,2,2
441,18221,1,5,15,0,0,118,15,4,0,15,2793,7
442,18248,1,7,10,0,0,94,10,6,0,0,0,-1
443,18297,0,3,14,0,0,0,0,0,0,0,0,-1
444,18327,1,5,16,0,0,1834,16,5,0,16,22,8
445,18332,0,1,4,0,0,0,0,0,0,11,8,3
446,18334,1,5,14,0,0,181,14,4,0,0,0,-1
447,18372,0,2,14,0,0,27,14,1,0,18,94,10
448,18391,0,1,15,0,0,84,15,1,1,22,13,14
449,18501,0,1,14,0,0,8,14,1,4,21,12,13
450,18531,1,2,15,0,0,9,4,1,0,11,9,3
451,18586,0,1,10,0,0,2,10,1,1,17,91,9
452,18638,1,1,16,0,0,0,0,0,2,23,91673,15
453,18647,1,1,3,0,0,2,3,1,1,10,19,2
454,18675,1,16,16,30,15,2611,16,16,2,8,15,0
455,18723,0,2,16,0,0,6,15,1,5,22,706,14
456,18734,1,1,16,0,0,528,16,1,1,23,27,15
457,18753,1,3,16,0,0,177,16,3,0,21,48,13
458,18761,0,1,12,0,0,104,12,1,0,19,154,11
459,18779,0,1,15,0,0,140,15,1,1,22,673,14
460,18804,1,2,14,0,0,258,14,2,0,19,660,11
461,18813,0,3,16,4,15,567,16,3,1,21,1406,13
462,18842,1,3,15,0,0,423,15,3,0,20,60,12
463,18848,1,2,16,0,0,142,16,2,0,22,5,14
464,18855,1,2,16,0,0,408,15,1,1,22,5569,14
465,18942,0,3,7,0,0,15,7,3,0,8,0,0
466,19002,0,1,1,0,0,0,0,0,1,8,743,0
467,19028,1,4,15,0,0,18,15,3,0,14,1065,6
468,19049,0,1,13,0,0,0,0,0,0,20,27,12
469,19065,0,4,4,0,0,31,3,3,0,8,0,0
470,19079,0,1,7,0,0,3,7,1,0,14,8,6
471,19111,0,1,11,0,0,88,11,1,0,18,34,10
472,19128,0,1,11,0,0,1,11,1,2,18,25,10
473,19167,1,7,16,0,0,1396,16,7,1,12,82,4
