,user_id,label,all_launch_count,last_launch,all_video_count,last_video,all_action_count,last_action,all_action_day,register_type,day,device_type,register_day
124,6784,0,2,15,0,0,0,0,0,0,13,0,12
125,6826,1,1,16,0,0,181,16,1,2,16,8,15
126,6857,0,1,1,0,0,6,1,1,0,1,2,0
127,6999,1,2,15,0,0,1,7,1,0,7,7,6
128,7023,1,1,5,0,0,0,0,0,1,5,42,4
129,7234,0,1,6,0,0,2,6,1,0,6,48,5
130,7247,1,2,13,0,0,1,12,1,0,12,186,11
131,7327,0,1,2,0,0,17,2,1,0,2,3,1
132,7348,1,5,16,0,0,800,16,4,0,12,21,11
133,7388,0,1,14,0,0,2,14,1,1,14,0,13
134,7458,0,1,1,0,0,17,1,1,1,1,40,0
135,7467,1,8,16,0,0,975,16,8,0,9,163,8
136,7517,1,1,5,0,0,0,0,0,0,5,217,4
137,7524,0,2,13,1,10,87,13,2,1,10,20,9
138,7661,0,1,9,0,0,6,9,1,1,9,28,8
139,7722,1,14,16,2,14,800,16,13,2,2,7,1
140,7731,0,7,14,0,0,319,14,6,0,8,56,7
141,7746,1,10,16,0,0,136,15,7,0,6,84,5
142,7764,0,1,13,0,0,0,0,0,1,13,126,12
143,7795,0,5,16,0,0,18,13,3,0,10,0,9
144,7867,1,5,16,0,0,503,16,5,0,12,35,11
145,7954,0,4,12,2,9,363,12,4,0,9,10,8
146,7982,1,7,15,2,2,743,15,7,2,2,523,1
147,8007,0,1,5,0,0,30,5,1,1,5,240,4
148,8145,1,6,16,0,0,1254,16,6,2,11,28,10
149,8255,1,8,16,3,8,139,14,4,0,7,16,6
150,8339,1,3,16,0,0,964,16,3,0,14,5,13
151,8424,0,1,13,0,0,62,13,1,1,13,1391,12
152,8442,0,2,15,0,0,66,15,2,0,14,19,13
153,8542,0,2,6,0,0,2,6,2,2,5,134,4
154,8677,1,3,16,1,15,34,16,3,0,14,14,13
155,8766,1,2,14,0,0,50,14,2,0,9,290,8
156,8778,1,2,14,0,0,255,14,2,1,13,48,12
157,8808,1,4,14,0,0,203,14,3,0,2,64,1
158,9010,0,1,14,0,0,58,14,1,2,14,7428,13
159,9236,0,5,13,0,0,168,13,5,1,5,32,4
160,9295,0,1,4,0,0,0,0,0,1,4,180,3
161,9321,1,5,10,0,0,28,9,4,0,3,42,2
162,9327,1,7,16,6,16,2059,16,6,2,10,152,9
163,9565,0,1,2,0,0,66,2,1,1,2,36,1
164,9731,1,2,16,4,16,51,16,1,0,15,184,14
165,9819,0,1,12,0,0,0,0,0,0,12,160,11
166,9845,1,2,14,0,0,44,14,2,1,13,2099,12
167,9901,1,1,13,0,0,31,13,1,1,13,40,12
168,9910,0,1,9,0,0,25,9,1,2,9,491,8
169,9994,1,5,15,0,0,198,15,5,0,8,298,7
170,10088,1,6,16,0,0,35,16,5,0,5,0,4
171,10130,1,2,16,0,0,177,16,2,1,15,11,14
172,10281,0,1,11,0,0,109,11,1,0,11,131,10
173,10282,1,6,14,1,7,677,14,6,2,7,68,6
174,10284,0,1,6,0,0,2,6,1,0,6,13,5
175,10300,1,11,16,0,0,795,16,10,1,6,16,5
176,10381,0,1,10,1,10,0,0,0,2,10,26802,9
177,10446,1,2,14,0,0,218,14,2,1,13,534,12
178,10493,1,3,16,0,0,195,16,2,0,13,129,12
179,10528,1,3,11,4,10,496,11,3,1,9,302,8
180,10557,1,3,16,0,0,24,16,2,0,13,25,12
181,10573,1,4,15,2,13,285,15,4,0,12,2,11
182,10688,1,2,14,0,0,116,14,2,0,13,65,12
183,10718,1,7,13,0,0,82,7,4,2,3,1831,2
184,10733,0,1,15,0,0,1,15,1,1,15,228,14
185,10755,1,3,15,0,0,332,15,3,1,13,22,12
186,10845,0,1,13,0,0,16,13,1,1,13,245,12
187,10879,1,1,13,0,0,15,13,1,0,13,22,12
188,11048,0,1,10,0,0,34,10,1,0,10,1647,9
189,11077,1,15,16,0,0,629,16,15,1,2,8,1
190,11215,0,1,14,0,0,8,14,1,0,14,128,13
191,11331,1,11,16,1,3,352,16,10,0,3,14,2
192,11372,0,1,15,0,0,0,0,0,0,15,4,14
193,11385,1,1,16,0,0,15,16,1,0,16,24,15
194,11434,1,3,11,0,0,777,11,3,1,9,36,8
195,11447,1,7,16,1,3,481,16,7,0,3,59,2
196,11463,1,2,15,0,0,298,15,2,0,14,2,13
197,11484,0,1,6,0,0,16,6,1,1,6,26,5
198,11556,1,1,16,0,0,0,0,0,1,16,296,15
199,11626,0,1,13,0,0,150,13,1,1,13,1535,12
200,11747,0,1,14,0,0,51,14,1,7,14,7,13
201,11777,0,1,10,0,0,0,0,0,1,10,39,9
202,12006,1,2,8,0,0,41,8,2,0,6,3,5
203,12018,0,2,6,0,0,3,6,1,0,3,196,2
204,12028,0,3,9,0,0,94,9,3,0,4,8,3
205,12179,0,2,16,0,0,0,0,0,1,13,7,12
206,12230,0,1,12,0,0,7,12,1,1,12,118,11
207,12241,0,2,4,0,0,311,4,2,0,3,79,2
208,12252,0,5,7,0,0,106,2,2,1,1,19,0
209,12312,1,3,16,0,0,305,16,3,0,12,10,11
210,12316,1,14,16,0,0,922,16,14,0,3,8,2
211,12351,1,2,16,0,0,44,16,2,0,15,25,14
212,12379,1,5,15,0,0,770,15,5,0,10,153,9
213,12456,0,1,14,0,0,1,14,1,0,14,3,13
214,12708,1,13,16,0,0,726,16,13,0,3,161,2
215,12775,1,2,16,0,0,10,16,1,0,12,19,11
216,12798,1,2,13,2,12,50,13,2,0,12,149,11
217,12803,0,1,1,0,0,0,0,0,1,1,1815,0
218,12828,1,8,16,0,0,2852,16,8,0,9,46,8
219,12852,1,13,16,0,0,403,16,13,1,1,27,0
220,12856,0,1,13,0,0,4,13,1,0,13,2,12
221,12945,0,1,11,0,0,1,11,1,6,11,1285,10
222,12968,1,1,16,0,0,399,16,1,0,16,11,15
223,12994,1,9,10,0,0,455,10,10,0,1,183,0
224,13129,0,1,15,0,0,169,15,1,1,15,778,14
225,13146,1,7,16,0,0,359,16,7,0,10,10,9
226,13210,0,3,12,0,0,133,12,3,0,6,147,5
227,13266,1,3,14,0,0,139,14,3,3,2,1603,1
228,13365,0,1,15,0,0,15,15,1,0,15,18,14
229,13371,0,1,6,0,0,44,6,1,0,6,30,5
230,13522,0,1,5,0,0,0,0,0,1,5,3,4
231,13582,0,2,7,0,0,22,7,2,4,6,21,5
232,13744,0,2,5,0,0,80,5,2,0,4,15,3
233,13835,1,3,16,0,0,74,14,2,0,12,13,11
234,13912,1,6,16,0,0,44,16,4,0,6,62,5
235,13914,0,1,1,0,0,10,1,1,1,1,47,0
236,13983,0,2,12,0,0,287,12,2,2,11,48,10
237,14018,1,8,15,8,11,317,15,8,2,8,3,7
238,14051,1,5,16,0,0,751,16,5,0,12,20,11
239,14070,1,6,16,0,0,71,15,4,1,10,190,9
240,14085,0,1,14,0,0,0,0,0,1,14,77,13
241,14183,1,4,16,0,0,191,16,4,2,11,110,10
242,14401,1,3,16,0,0,125,16,3,0,2,4,1
243,14457,1,1,6,0,0,0,0,0,0,6,10,5
244,14470,1,5,16,0,0,479,16,5,0,12,255,11
245,14808,1,7,16,0,0,60,16,6,0,1,88,0
246,14838,0,1,12,0,0,0,0,0,1,12,4,11
247,14950,1,1,16,0,0,288,16,1,2,16,39,15
248,14976,1,2,16,0,0,48,16,2,1,15,356,14
249,15036,0,1,3,0,0,0,0,0,1,3,39,2
250,15079,1,3,16,0,0,557,16,3,1,14,74,13
251,15113,0,1,12,0,0,16,12,1,1,12,12,11
252,15117,0,1,12,0,0,38,12,1,0,12,744,11
253,15192,0,1,10,0,0,32,10,1,1,10,340,9
254,15243,0,1,4,0,0,0,0,0,2,4,8,3
255,15251,0,1,12,0,0,3,12,1,0,12,5,11
256,15315,0,1,16,0,0,2,16,1,0,16,2,15
257,15368,0,1,15,0,0,1,15,1,0,15,5,14
258,15388,0,1,9,0,0,0,0,0,0,9,25,8
259,15390,0,1,13,0,0,306,13,1,1,13,40,12
260,15428,0,1,12,0,0,1,12,1,6,12,996,11
261,15487,1,8,16,0,0,134,14,6,2,7,92,6
262,15547,1,6,14,0,0,15,14,3,1,2,631,1
263,15571,1,1,16,0,0,382,16,1,0,16,1072,15
264,15688,1,1,16,1,16,3,16,1,6,16,1059,15
265,15725,0,1,8,0,0,0,0,0,1,8,70,7
266,15932,0,1,11,0,0,35,11,1,2,11,30,10
267,16152,1,1,10,0,0,1,10,1,0,10,256,9
268,16174,0,1,13,0,0,2,13,1,1,13,16,12
269,16196,1,1,16,0,0,475,16,1,2,16,2,15
270,16208,1,11,16,0,0,636,16,11,1,4,959,3
271,16345,0,1,15,0,0,399,15,1,1,15,57,14
272,16353,0,1,7,0,0,3,7,1,2,7,11,6
273,16382,1,1,12,0,0,0,0,0,0,12,7,11
274,16413,0,1,5,0,0,39,5,1,0,5,48,4
275,16486,0,1,10,0,0,0,0,0,0,10,376,9
276,16560,0,2,13,0,0,52,13,2,0,12,1025,11
277,16561,0,2,12,2,12,56,12,2,0,11,88,10
278,16699,1,16,16,0,0,1065,16,15,2,1,1306,0
279,16724,1,11,16,0,0,1177,16,11,1,6,49,5
280,16747,0,2,11,0,0,36,11,2,0,10,41,9
281,16892,1,4,16,0,0,356,16,4,2,12,141,11
282,17031,0,1,13,0,0,0,0,0,0,13,302,12
283,17156,0,2,14,0,0,109,14,2,1,13,130,12
284,17189,0,1,6,0,0,0,0,0,1,6,15,5
285,17294,1,5,12,0,0,48,12,4,0,5,297,4
286,17358,1,2,15,0,0,28,15,2,0,14,48,13
287,17361,0,1,3,0,0,5,3,1,0,3,9,2
288,17418,0,3,14,1,8,200,14,3,1,8,138,7
289,17484,0,5,6,0,0,148,6,4,1,2,0,1
290,17584,0,2,12,0,0,0,0,0,2,8,123,7
291,17606,0,1,11,0,0,0,0,0,0,11,38,10
292,17681,1,1,6,1,6,6,6,1,0,6,286,5
293,17692,1,3,16,0,0,80,16,2,2,14,12,13
294,17856,0,2,14,0,0,99,14,2,0,10,102,9
295,17869,0,3,11,0,0,24,11,2,1,8,252,7
296,17891,1,1,14,0,0,110,14,1,1,14,1105,13
297,17927,0,1,5,0,0,0,0,0,0,5,10,4
298,17956,0,1,7,0,0,0,0,0,0,7,948,6
299,17985,0,1,13,0,0,80,13,1,4,13,8,12
300,18060,1,5,16,4,16,186,16,4,1,9,352,8
301,18067,1,8,16,7,14,416,16,7,0,8,1193,7
302,18068,1,4,16,0,0,134,16,4,0,10,16,9
303,18161,0,2,12,0,0,32,12,2,2,10,15,9
304,18198,1,7,16,0,0,421,15,6,0,10,2,9
305,18221,1,2,16,0,0,104,16,2,0,15,2793,14
306,18248,1,8,14,0,0,144,14,7,1,6,102,5
307,18297,1,4,13,0,0,100,6,2,1,5,385,4
308,18327,1,1,16,0,0,67,16,1,0,16,22,15
309,18332,0,1,11,0,0,0,0,0,0,11,8,10
310,18334,1,7,15,0,0,80,15,6,0,2,141,1
311,18428,0,1,5,0,0,0,0,0,2,5,389,4
312,18456,0,2,7,0,0,246,7,2,2,6,36,5
313,18479,0,1,6,0,0,29,6,1,1,6,153,5
314,18531,1,1,11,0,0,9,11,1,0,11,9,10
315,18647,0,1,10,0,0,2,10,1,1,10,19,9
316,18675,1,9,16,18,16,550,16,9,2,8,15,7
317,18942,0,3,14,0,0,15,14,3,0,8,0,7
318,19002,0,1,8,0,0,0,0,0,1,8,743,7
319,19028,1,2,16,0,0,8,16,2,0,14,1065,13
320,19065,0,4,11,0,0,31,10,3,0,8,0,7
321,19079,0,1,14,0,0,3,14,1,0,14,8,13
322,19167,1,3,14,0,0,518,14,3,1,12,82,11
323,19183,1,4,16,0,0,343,16,4,1,13,23,12
324,19235,0,7,7,0,0,1561,6,6,1,1,102,0
325,19310,1,8,14,4,9,79,11,5,0,6,8,5
326,19351,0,3,8,0,0,19,6,2,0,5,1013,4
327,19421,1,3,7,1,3,118,7,2,0,3,12,2
328,19483,1,3,16,0,0,248,16,3,1,14,47,13
329,19509,0,3,6,0,0,217,6,3,1,1,1105,0
330,19547,0,1,9,0,0,54,9,1,0,9,66,8
331,19552,1,16,16,0,0,492,16,15,2,1,259,0
332,19691,1,6,16,0,0,578,16,4,0,11,24,10
333,19717,1,8,16,0,0,1180,16,8,1,8,114,7
334,19720,1,2,16,0,0,6,16,2,0,15,6,14
335,19802,1,10,15,0,0,67,14,7,1,4,76,3
336,19851,0,1,14,0,0,0,0,0,1,14,461,13
337,19933,1,4,16,0,0,100,16,4,0,7,31,6
338,19948,1,6,15,0,0,24,15,6,0,10,4,9
339,19984,1,7,15,0,0,1087,14,6,1,6,26,5
340,20163,1,10,16,0,0,64,14,6,0,7,1101,6
341,20180,0,1,7,0,0,8,7,1,1,7,22,6
342,20220,0,1,16,0,0,0,0,0,1,16,114,15
343,20242,1,9,16,0,0,575,13,7,1,2,199,1
344,20281,0,1,15,0,0,5,15,1,0,15,2581,14
345,20394,1,6,16,0,0,552,16,6,1,11,11,10
346,20429,1,1,6,0,0,19,6,1,1,6,347,5
347,20443,0,3,16,0,0,6,14,1,0,13,16,12
348,20557,1,6,16,0,0,831,16,6,1,10,10,9
349,20614,1,3,7,0,0,152,7,3,2,3,4,2
350,20631,1,1,16,0,0,5,16,1,0,16,7,15
351,20639,1,1,16,0,0,0,0,0,1,16,17,15
352,20853,0,1,9,0,0,24,9,1,0,9,2020,8
353,20870,0,5,14,0,0,22,14,4,0,9,141,8
354,20881,1,2,16,0,0,51,16,1,0,15,78,14
355,20941,0,1,16,0,0,39,16,1,0,16,252,15
356,21016,1,13,16,0,0,2126,16,13,2,4,10,3
357,21033,1,6,15,0,0,57,15,6,2,4,13,3
358,21052,0,3,11,0,0,102,11,3,0,9,184,8
359,21232,0,1,15,0,0,0,0,0,1,15,75,14
360,21258,0,2,9,0,0,68,9,2,0,7,156,6
361,21268,1,1,16,0,0,0,0,0,1,16,249,15
362,21318,1,1,14,0,0,90,14,1,1,14,10,13
363,21391,1,6,16,4,16,318,16,5,0,11,9,10
364,21431,1,1,5,0,0,0,0,0,1,5,6,4
365,21571,0,1,12,0,0,0,0,0,0,12,9,11
366,21666,1,14,16,12,16,3965,16,14,0,3,288,2
367,21743,0,1,4,0,0,17,4,1,1,4,61,3
368,21892,1,4,16,0,0,310,16,4,0,9,23,8
369,21938,1,1,15,0,0,6,15,1,0,15,219,14
370,21944,0,2,15,0,0,0,0,0,1,14,28,13
371,21988,1,3,8,0,0,176,12,3,0,4,1174,3
372,22013,1,5,14,1,13,35,14,5,2,9,28,8
373,22051,1,8,16,3,13,1648,16,8,1,9,23,8
374,22157,0,1,14,0,0,0,0,0,0,14,13,13
375,22252,0,1,10,0,0,0,0,0,0,10,2000,9
376,22260,0,1,14,0,0,34,14,1,1,14,227,13
377,22262,0,1,16,0,0,42,16,1,0,16,8,15
378,22315,0,1,4,0,0,54,4,1,1,4,722,3
379,22582,0,7,11,0,0,453,8,5,1,4,41,3
380,22589,0,1,7,0,0,0,0,0,0,7,12,6
381,22643,0,1,6,0,0,97,6,1,0,6,73,5
382,22651,1,2,16,0,0,388,16,2,0,15,30,14
383,22751,0,1,13,0,0,17,13,1,0,13,56,12
384,22754,1,8,13,0,0,1215,13,8,2,4,4,3
385,22770,1,2,14,0,0,83,14,2,1,13,129,12
386,22860,0,2,3,0,0,11,3,2,2,2,79,1
387,22880,1,5,12,0,0,618,12,5,0,8,384,7
388,22950,0,1,9,0,0,0,0,0,1,9,17,8
389,22974,0,1,1,0,0,2,1,1,1,1,2,0
390,23259,0,1,4,0,0,59,4,1,1,4,29,3
391,23272,0,1,12,0,0,7,12,1,0,12,4,11
392,23286,0,1,11,0,0,5,11,1,4,11,4,10
393,23388,0,4,13,0,0,284,13,4,1,10,9496,9
394,23400,1,10,16,7,10,1064,16,10,2,7,25,6
395,23419,1,7,9,0,0,172,9,7,0,2,21,1
396,23566,1,2,15,0,0,345,15,2,2,14,2,13
397,23711,1,1,13,0,0,6,13,1,1,13,75,12
398,23718,1,3,15,0,0,137,15,3,1,13,50,12
399,23823,1,15,16,1,7,1061,16,14,2,2,0,1
400,23946,1,8,16,0,0,556,16,8,0,5,243,4
401,24029,0,1,14,0,0,0,0,0,0,14,2,13
402,24036,1,2,16,0,0,34,16,2,0,15,1429,14
403,24062,1,3,16,2,14,483,16,3,1,14,395,13
404,24069,1,2,14,0,0,160,14,2,0,13,498,12
405,24149,1,1,7,0,0,22,7,1,0,7,18,6
406,24153,0,1,13,0,0,0,0,0,2,13,3425,12
407,24322,0,1,15,0,0,0,0,0,0,15,2,14
408,24352,1,1,14,0,0,0,0,0,0,14,10,13
409,24358,0,3,5,0,0,72,5,2,7,3,3951,2
410,24403,1,4,16,0,0,63,16,4,2,13,18,12
411,24412,0,1,9,0,0,3,9,1,1,9,17,8
412,24428,1,1,16,0,0,6,16,1,1,16,22,15
413,24459,1,4,14,0,0,703,14,4,1,7,51,6
414,24468,1,2,10,0,0,8,10,2,0,9,27,8
415,24474,1,4,14,0,0,210,14,4,1,7,93,6
416,24609,0,1,2,0,0,13,2,1,0,2,148,1
417,24621,0,1,5,0,0,49,5,1,1,5,102,4
418,24644,1,3,11,0,0,43,11,3,1,8,9,7
419,24692,1,8,16,0,0,1664,16,8,1,9,120,8
420,24693,0,1,3,0,0,0,0,0,2,3,55,2
421,24748,0,1,4,0,0,0,0,0,5,4,1003,3
422,24825,0,1,3,0,0,0,0,0,0,3,27,2
423,24902,1,1,16,0,0,19,16,1,0,16,279,15
424,24921,1,2,15,0,0,52,15,2,2,13,79,12
425,24963,1,6,13,0,0,422,13,6,0,5,49,4
426,25011,1,7,15,0,0,534,15,7,0,9,5,8
427,25187,1,6,16,0,0,720,16,6,0,11,16,10
428,25254,0,2,3,0,0,202,3,2,2,2,3623,1
429,25326,0,1,2,0,0,1,2,1,1,2,38,1
430,25355,0,1,5,0,0,21,5,1,1,5,48,4
431,25361,0,1,4,0,0,4,4,1,0,4,0,3
432,25534,0,1,11,0,0,0,0,0,4,11,26,10
433,25556,1,13,16,0,0,3483,16,13,1,4,3,3
434,25654,1,4,16,0,0,567,16,4,0,13,104,12
435,25708,0,2,12,0,0,210,12,2,1,11,232,10
436,25892,0,1,12,0,0,11,12,1,1,12,27,11
437,26007,0,1,2,0,0,105,2,1,0,2,1079,1
438,26098,1,2,16,0,0,60,16,2,1,15,104,14
439,26106,0,2,15,0,0,36,15,2,1,13,291,12
440,26203,1,1,16,0,0,66,16,1,0,16,6,15
441,26227,0,2,11,0,0,75,10,1,0,10,60,9
442,26302,1,4,16,4,14,575,16,4,2,13,9,12
443,26401,1,10,16,0,0,977,16,10,0,6,151,5
444,26410,0,1,4,0,0,0,0,0,0,4,1174,3
445,26448,1,4,16,0,0,791,16,4,1,13,32,12
446,26489,1,7,16,1,10,1257,16,7,1,10,2,9
447,26510,1,2,11,0,0,50,11,2,1,9,16,8
448,26517,1,6,14,0,0,504,14,6,1,7,17,6
449,26534,1,3,16,0,0,98,15,2,0,13,464,12
450,26679,1,8,16,0,0,142,16,8,0,9,13,8
451,26736,0,2,16,0,0,51,16,2,1,15,59,14
452,26863,1,4,16,9,16,1135,16,4,2,13,4,12
453,26864,0,1,8,0,0,0,0,0,0,8,65,7
454,26906,1,6,16,1,10,28,16,6,0,9,27,8
455,26917,0,1,10,0,0,3,10,1,1,10,140,9
456,26967,0,1,13,0,0,9,13,1,1,13,70,12
457,27034,0,1,11,0,0,0,0,0,0,11,22,10
458,27050,1,1,16,0,0,113,16,1,2,16,8,15
459,27198,1,7,16,0,0,1002,16,7,0,6,919,5
460,27229,0,1,12,0,0,0,0,0,0,12,4,11
461,27349,0,2,8,2,7,106,8,2,0,7,39,6
462,27384,0,3,11,0,0,23,11,3,0,8,25,7
463,27389,0,2,14,1,14,0,0,0,0,12,190,11
464,27441,0,1,11,0,0,0,0,0,0,11,598,10
465,27450,1,1,11,1,11,3,11,1,0,11,5,10
466,27514,0,3,14,0,0,10,13,2,2,12,2,11
467,27595,1,2,14,0,0,4,14,1,1,6,42,5
468,27650,0,4,15,8,15,186,15,4,0,11,48,10
469,27702,0,4,5,2,3,65,4,3,0,2,0,1
470,27747,0,6,6,0,0,916,6,6,1,1,50,0
471,27769,0,3,13,0,0,64,6,2,1,5,9,4
472,27832,1,3,13,1,10,186,13,3,1,10,2,9
473,27865,1,9,16,0,0,338,16,9,0,5,28,4
474,27962,0,1,1,0,0,0,0,0,2,1,7,0
475,27979,0,2,7,0,0,24,7,1,1,6,3,5
